"source"	"target"
"Add company"	"Adicionar empresa"
"Edit company"	"Editar empresa"
"Remove company"	"Retirar empresa"
"Are you sure you want to remove the user {0}?"	"Are you sure you want to remove the user {0}?"
"Prepare for offline"	"Prepare for offline"
"Disciplines (drawing)"	"Disciplines"
"All disciplines"	"All disciplines"
"All buildings"	"All buildings"
"Downloading drawings"	"Downloading drawings"
"Delete all offline drawings"	"Delete all offline drawings"
"Could not get report"	"Could not get report"
"Could not retrieve list"	"Could not retrieve list"
"Create organisation"	"Create organisation"
"Create building"	"Create building"
"Create organisation info"	"You need to create an organisation."
"Create building info"	"You must create a building and publish it."
"Save and rotate"	"Gem og roter"
"RGY"	"Red/Yellow/Green"
"WorkDescription"	"Work description"
"info invited project"	"You have been invited to the project {0}."
"Change password"	"Change password"
"Remove user"	"Remove user"
"Changes"	"Changes"
"Changed by {0}"	"Changed by {0}"
"History for {0}"	"History for {0}"
"Photo added"	"Photo added"
"Value changed"	"Value changed"
"Comment changed"	"Comment changed"
"Comment deleted"	"Comment deleted"
"Value and comment changed"	"Value and comment changed"
"Reply"	"Reply"
"Coordinates"	"Coordinates"
"Activity (report)"	"Activity"
"Not activated"	"Not activated"
"not activated"	"not activated"
"Payment"	"Payment"
"Project data"	"Project data"
"Licenses"	"Licenses"
"Next payment due"	"Paid for until"
"Payer"	"Payer"
"Quick fields"	"Quick fields"
"Quick field"	"Quick field"
"Remove quick field"	"Remover"
"Edit quick field"	"Editar"
"Export quick fields"	"Exportar"
"Import quick fields"	"Importar"
"Person"	"Person"
"Activated"	"Activated"
"Rooms"	"CЗmodos"
"Draw on map"	"Draw on map"
"3D preview"	"3D preview"
"Log"	"Log"
"Upload"	"Subir"
"File info"	"File info"
"Displayed name"	"Displayed name"
"Subdiscipline"	"Subdiscipline"
"Upload date"	"Upload date"
"Article ID field"	"Article ID field"
"Room report ID"	"Room report ID"
"Article report ID"	"Article report ID"
"Report Server"	"Report server"
"Project ID"	"Project ID"
"Construction site address"	"Construction site address"
"Select checklist"	"Select checklist"
"Change password"	"Change password"
"Change password message"	"You will need to log in again after the password has been changed."
"Change password ok"	"You will receive an e-mail with further instructions shortly."
"confirm remove building"	"Are you sure you want to delete this building?"
"Are you sure you want to delete {0}?"	"Are you sure you want to delete {0}?"
"choose file destination alert"	"You must choose a destination for all files"
"uploading file"	"Uploading file..."
"upload error"	"An error occured while uploading the file"
"drawing processing"	"Drawings are currently being processed. Please wait."
"delete view text"	"Are you sure you want to delete this view?"
"delete view title"	"Delete view"
"no attribute selected text"	"There is no attribute chosen."
"link copy error"	"Could not copy link"
"link copy text"	"A link to this comment has been copied to the clipboard.nnTo use it, press Ctrl + V."
"download error"	"Download error."
"From file"	"From file"
"Original elevation"	"Original elevation"
"Visible"	"Visible"
"Level setup"	"Level setup"
"is3DLevel text"	"Level is drawn to scale"
"drawingsAreLevelCuts text"	"This drawing is a horizontal cut in 3D model"
"Place drawing"	"Place drawing"
"modelMustBePlaced text"	"As this level is drawn to scale, the drawing must be placed in relation to another drawing."
"btnRevit text"	"This file must be uploaded from within Revit by using a plugin"
"cannot update file type"	"The file type cannot be updated"
"Test"	"Test"
"Server OK"	"Server OK!"
"Total area"	"Total area"
"Room name"	"Room name"
"Area"	"┴rea"
"Add level"	"Add level"
"Edit level"	"Edit level"
"drawings drawn to scale"	"Drawings on level drawn to scale"
"Display 3D on this level"	"Display 3D on this level"
"Generate 2D from 3D"	"Generate 2D drawing as a cut in the 3D model on this level"
"GPS active"	"GPS active"
"Message"	"Message"
"Project person"	"Project person"
"Another email"	"Another email"
"Send link invitation"	"Send link invitation"
"Other project name"	"Other project name"
"Sharing"	"Sharing"
"Upload to"	"Upload to"
"Finish"	"Finish"
"Publish following buildings"	"Publish following buildings"
"Publish"	"Publish"
"Rooms in"	"Rooms in"
"Compare drawings"	"Compare drawings"
"Version"	"Version"
"Drawing information"	"Drawing information"
"File information"	"File information"
"Loading rooms"	"Loading rooms"
"Isometric cut"	"Isometric cut"
"Parallel to the axis"	"Parallel to the axis"
"Legend"	"Legend"
"North east"	"North east"
"South east"	"South east"
"South west"	"South west"
"North west"	"North west"
"Top"	"Top"
"East"	"East"
"North"	"North"
"West"	"West"
"South"	"South"
"Drawing settings"	"Drawing settings"
"DWG settings"	"DWG settings"
"New files"	"New files"
"Updated files"	"Updated files"
"Apply new settings to updated files"	"Apply new settings to updated files"
"DWG scale"	"DWG scale"
"meter"	"meter"
"Use colors"	"Use colors"
"IFC settings"	"IFC settings"
"Retrieving level information"	"Retrieving level information"
"IFC level"	"IFC level"
"Dalux level"	"Dalux level"
"New level name"	"New level name"
"Navigation from 2D to 3D"	"Navigation from 2D to 3D"
"Use 2D drawings as specified in the IFC model"	"Use 2D drawings as specified in the IFC model (not all IFC models contain these)"
"Create cutplanes from the 3D model"	"Create cutplanes from the 3D model (2D cut through all 3D geometry at the specified levels)"
"Only create levels"	"Only create levels (2D DWG or PDF files must be mapped to enable navigation)"
"Placed drawing"	"Placed drawing"
"One or more of the updated drawings from PDFs or images are placed on a level"	"One or more of the updated drawings from PDFs or images are placed on a level. The updated drawings must have the same positions, or new registrations may not be placed correctly."
"Drawings with placement on levels"	"Drawings with placement on levels"
"I will update the drawings if PDF/Image files have changed scale or position"	"I will update the drawings if PDF/Image files have changed scale or position"
"Choose DWG file and referenced files"	"Choose DWG file and referenced files"
"File Upload"	"File upload"
"The unit scale is not a number"	"The unit scale is not a number"
"ETA"	"ETA"
"Click to set position manually"	"Click to set position manually"
"Current drawing"	"Current drawing"
"Match points for current drawing"	"Match points for current drawing"
"Match drawing"	"Match drawing"
"Match points for place drawing"	"Match points for place drawing"
"Place relative to"	"Place relative to"
"Combined display"	"Combined display"
"Reference points not chosen"	"Reference points not chosen"
"For validation purposes"	"For validation purposes"
"Place this level"	"Place this level"
"Start match point"	"Start match point"
"End match point"	"End match point"
"Rotation"	"Rotation"
"Length"	"Length"
"Match points"	"Match points"
"Click on the drawing to select reference point A"	"Click on the drawing to select reference point A"
"Click on the drawing to select reference point B"	"Click on the drawing to select reference point B"
"This building has been deleted."	"This building has been deleted."
"Dalux Field Account Manager"	"Dalux Field Account Manager"
"Start date"	"Start date"
"Expiration date"	"Expiration date"
"Last activity"	"Last activity"
"Price"	"Price"
"Note"	"Note"
"Invoices"	"Invoices"
"Invoice"	"Invoice"
"Are you sure you want to delete this role?"	"Are you sure you want to delete this role?"
"From"	"A partir da"
"Add filter"	"Add filter"
"To"	"Para"
"Drawing setup"	"Drawing setup"
"Show on list"	"Show on list"
"Show on drawing"	"Show on drawing"
"The work description number is used to enumerate tasks. It must therefore be unique."	"The work description number is used to enumerate tasks. It must therefore be unique."
"You must enter a prefix."	"You must enter a prefix."
"Prefix is used for another template. The prefix must be unique."	"Prefix is used for another template. The prefix must be unique."
"You must enter a work description number."	"You must enter a work description number."
"Get started"	"Get started"
"Action"	"Action"
"Get started"	"Get started"
"Help videos"	"Help videos"
"History"	"History"
"Checklist item"	"Checklist item"
"manual_publish_description"	"Buildings must <b>manually</b> be made available when they have been processed."
"auto_publish_description"	"Buildings will <b>automatically</b> be made available when they have been processed."
"All checklists"	"All checklists"
"Downloading checklists"	"Downloading checklists"
"The project has been locked. Contact Dalux."	"The project has been locked. Contact Dalux."
"The project has been locked. Contact project administrator."	"The project has been locked. Contact project administrator."
"Account expired (admin)"	"Trial period has expired."
"Account expired (user)"	"Trial period has expired. Contact project administrator."
"My Dalux Field project has been locked ({0})"	"My Dalux Field project {0} has been locked"
"Best regards"	"Best regards"
"My Dalux Field project {0} has expired"	"My Dalux Field project {0} has expired"
"Trial expired"	"Trial expired"
"Trial expires today"	"Trial expires today"
"Trial expires tomorrow"	"Trial expires tomorrow"
"Trial expires in {0} days"	"Trial expires in {0} days"
"Upgrade"	"Upgrade"
"Project has been archived"	"Project has been archived"
"I would like to upgrade my Dalux Field project {0}"	"I would like to end the trial period and upgrade my Dalux Field project {0}."
"Attachment added"	"Attachment added"
"Attachment"	"Attachment"
"View (verb)"	"View"
"Create levels from {0}"	"Create levels from {0}"
"Level creation"	"Level creation"
"Create new levels from IFC files"	"Create new levels from IFC file"
"Existing levels"	"Existing levels"
"Units"	"Units"
"Unit price"	"Unit price"
"Billing"	"Billing"
"The building does not exist anymore."	"The building does not exist anymore."
"Invoice header {projectname}"	"Dalux Field for {0}"
"Case no {projectnumber}"	"Case No.: {0}"
"Period {start to end date}"	"Period: {0}"
"Invoice Att {note}"	"Att: {0}"
"Invoice Note {note}"	"Note: {0}"
"Do you want to save the changes?"	"Do you want to save the changes?"
"Don't save"	"Don't save"
"Project number"	"Project number"
"Project language"	"Project language"
"Attention to on invoice"	"Attention to on invoice"
"Note on invoice"	"Note on invoice"
"Payment agreement"	"Company profile"
"Company profile"	"Company profile"
"1 license"	"1 license"
"{0} licenses"	"{0} licenses"
"Months"	"Months"
"months"	"months"
"Month"	"Month"
"User licenses"	"User licenses"
"Billing cycle"	"Billing cycle"
"Next invoice"	"Next invoice"
"Project status"	"Project status"
"Payment information"	"Payment information"
"Invoice history"	"Invoice history"
"Company list"	"Company list"
"Invoice email"	"Invoice email"
"Default project language"	"Default project language"
"Unused licenses"	"Unused licenses"
"Administrators"	"Administrators"
"Template project"	"Template project"
"Open invoice"	"Open invoice"
"Delete license"	"Delete license"
"Delete user"	"Delete user"
"Historical data"	"Historical data"
"Project invoice information"	"Project invoice information"
"Company profile invoice information"	"Company invoice information"
"Task creators"	"Task creators"
"Show invoice"	"Show invoice"
"Photo removed"	"Photo removed"
"Information removed"	"Information removed"
"Information added"	"Information added"
"Field added"	"Field added"
"Field removed"	"Field removed"
"Field updated"	"Field updated"
"Information updated"	"Information updated"
"previous value"	"previous value"
"Connecting to Windows viewer"	"Connecting to Windows viewer"
"You can't remove yourself from the project"	"You can't remove yourself from the project"
"Remove association"	"Remove association"
"No organization has been set"	"No organization has been set"
"New trial project"	"New trial project"
"Heading"	"Heading"
"Level name"	"Level name"
"Display 3D"	"Display 3D"
"References"	"References"
"Edit drawing"	"Edit drawing"
"Show photo"	"Show photo"
"No additional licenses required"	"No additional licenses required"
"{0} additional licenses required"	"{0} additional licenses required"
"Usage period"	"Usage period"
"Subscription period"	"Subscription"
"Invoice usage period"	"Usage period"
"Subscriptions"	"Subscriptions"
"License"	"License"
"License discount"	"Discount, shared company license"
"Add to favorites"	"Add to favorites"
"Remove from favorites"	"Remove from favorites"
"One additional license required"	"One additional license required"
"Required field"	"Required field"
"Please fill the required fields"	"Please fill the required fields"
"Show license agreement"	"Show license agreement"
"Accept license agreement"	"Accept license agreement"
"Users to be activated"	"Users to be activated"
"Users to be deleted"	"Users to be deleted"
"You must accept the license agreement in order to proceed"	"You must accept the license agreement in order to proceed"
"Select site manager"	"Select site manager"
"Create project"	"Create project"
"Create a new project"	"Create a new project"
"Enter invoice information"	"Enter invoice information"
"da-dk_LicenseAgreementsURL"	"http://field.dalux.com/manual/Dalux%20Field%20bruger%20forretningsbetingelser.pdf"
"en-us_LicenseAgreementsURL"	"http://field.dalux.com/manual/Dalux%20Field%20End-user%20License%20Agreement.pdf"
"License log"	"License log"
"Standard project"	"Standard project"
"Identification fields"	"Identification fields"
"Edit help text"	"Edit help text"
"Has license"	"Has license"
"Choose standard project"	"Choose standard project"
"DaluxUpdateText"	"Dalux Field has been updated. nWe strongly recommend you to press the Refresh button in order to use the newest version."
"Licensed users"	"Licensed users"
"Unlicensed users"	"Unlicensed users"
"New Dalux Field version"	"New Dalux Field version"
"Be aware that non-licensed users will be deleted from the project."	"Be aware that non-licensed users will be deleted from the project."
"Are you sure you want to delete these users from the project?"	"Are you sure you want to delete these users from the project?"
"Do not show again"	"Do not show again"
"Dalux Field is updated"	"Dalux Field is updated"
"{0} licenses are requested."	"{0} licenses are requested."
"{0} users are chosen to be licensed."	"{0} users are chosen to be licensed."
"Move {0} users to the {1} list in order to proceed."	"Move {0} users to the '{1}' list in order to proceed."
"I accept"	"I accept"
"the license agreement"	"the license agreement"
"upgradeNotesURL"	"http://field.dalux.com/manual/newversion.htm"
"Only an IT Administrator can upgrade a project."	"Only an IT Administrator can upgrade a project."
"Contact IT Administrator"	"Contact IT Administrator"
"Select timezone"	"Select timezone"
"Fixed montly price"	"Fixed montly price"
